ID,Region,Sub-region,Country,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
3.2.1,Eastern Mediterranean,EMR D,Afghanistan,62,62,62,60,57,59,64,62,60,59,55,53,50,48,39,35,37,27,31,31,38,42,41,40,25,22,19,20,22,34,31,14,14,14,9,8,0,11
3.2.2,Eastern Mediterranean,EMR D,Djibouti,75,75,74,71,80,83,84,85,84,73,74,67,65,60,66,62,49,50,23,21,31,41,41,42,41,41,53,85,75,68,22,19,27,20,18,15,0,0
3.2.3,Eastern Mediterranean,EMR D,Egypt,94,95,92,93,96,93,96,96,95,92,97,98,98,97,98,97,97,98,96,98,92,92,89,89,89,89,89,86,86,85,76,78,74,47,41,41,41,41
3.2.4,Eastern Mediterranean,EMR D,Iraq,71,66,57,57,63,69,77,75,81,76,64,62,69,69,73,77,82,86,90,88,85,82,80,72,63,67,71,75,79,85,91,75,70,25,12,11,10,9
3.2.5,Eastern Mediterranean,EMR D,Morocco,99,99,99,99,99,99,99,98,98,96,95,95,97,95,90,94,96,93,90,91,92,93,88,87,83,81,80,79,82,81,73,58,45,42,35,17,0,0
3.2.6,Eastern Mediterranean,EMR D,Pakistan,76,75,75,71,68,63,59,57,56,56,57,59,61,63,62,60,59,57,56,54,52,50,47,53,52,52,51,50,48,46,43,41,38,33,19,3,2,1
3.2.7,Eastern Mediterranean,EMR D,Somalia,46,46,46,46,46,46,46,46,43,34,35,35,35,40,40,45,20,24,38,32,25,33,34,35,33,32,30,30,30,33,28,25,35,16,6,4,3,9
3.2.8,Eastern Mediterranean,EMR D,Sudan,90,86,87,86,85,85,87,90,82,79,79,73,69,67,65,58,58,58,51,49,58,59,51,48,49,52,57,57,61,44,22,11,6,3,2,1,1,0
3.2.9,Eastern Mediterranean,EMR D,Yemen,65,70,67,67,70,63,66,68,65,69,71,65,73,74,64,62,72,70,74,66,41,43,40,31,51,46,53,69,48,34,22,15,13,8,6,4,4,2
4.1.1,Europe,EUR A,Andorra,99,97,96,96,95,98,99,99,98,98,94,91,94,98,96,98,97,97,97,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1.2,Europe,EUR A,Austria,96,95,96,96,92,88,84,80,76,83,79,80,75,74,79,78,79,75,65,78,90,87,60,60,60,60,60,60,60,60,60,60,40,30,25,25,25,0
4.1.3,Europe,EUR A,Belgium,96,96,96,96,96,96,95,95,95,93,92,92,88,82,82,82,82,82,82,80,76,73,85,78,70,87,67,85,75,75,50,90,82,74,66,58,50,0
4.1.4,Europe,EUR A,Croatia,89,90,93,94,94,95,96,96,95,98,96,95,96,96,95,95,94,93,92,91,91,92,92,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0
4.1.5,Europe,EUR A,Czech Republic,97,98,99,99,99,98,98,98,98,97,98,97,97,97,97,98,97,97,97,95,96,97,96,97,98,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1.6,Europe,EUR A,Denmark,97,94,91,90,89,90,87,85,84,87,89,90,95,96,96,95,94,99,92,91,84,85,88,88,81,85,86,84,80,72,82,0,0,0,0,0,0,0
4.1.7,Europe,EUR A,Finland,94,94,95,96,97,97,97,98,98,97,98,97,97,97,97,96,96,96,96,96,96,98,98,99,99,99,97,97,95,98,92,87,85,83,81,75,70,0
4.1.8,Europe,EUR A,France,90,90,91,91,90,91,89,89,89,89,90,89,87,88,87,86,85,84,83,82,83,84,83,80,78,76,74,71,58,51,45,39,35,26,15,0,0,0
4.1.9,Europe,EUR A,Germany,97,97,97,97,97,97,97,97,97,97,97,96,96,96,95,94,94,92,92,92,91,91,92,90,89,75,75,75,75,75,75,70,50,48,47,50,50,25
4.1.10,Europe,EUR A,Greece,97,97,97,97,99,99,99,99,99,99,99,98,96,95,94,92,91,89,88,89,90,90,70,70,72,72,72,76,76,82,81,39,77,75,0,0,0,0
4.1.11,Europe,EUR A,Iceland,92,91,93,90,91,90,94,93,92,96,95,95,90,93,93,91,88,91,94,96,99,99,99,98,99,99,99,99,99,99,97,95,96,96,81,0,0,0
4.1.12,Europe,EUR A,Ireland,92,92,93,93,92,92,92,90,90,89,87,86,84,81,78,73,73,79,77,77,77,77,77,78,78,78,78,78,78,68,66,65,63,10,10,0,0,0
4.1.13,Europe,EUR A,Israel,98,97,98,97,98,96,97,96,97,98,97,96,94,97,96,95,95,95,94,94,97,96,93,92,92,94,94,91,88,86,88,88,85,85,85,88,83,81
4.1.14,Europe,EUR A,Italy,92,89,85,87,90,90,90,91,90,90,90,88,87,86,84,81,77,74,70,55,57,55,50,50,50,50,50,43,0,0,0,0,0,0,0,0,0,0
4.1.15,Europe,EUR A,Luxembourg,99,99,99,99,99,99,96,96,96,96,96,95,95,95,95,94,94,93,92,92,91,91,88,86,83,80,80,80,80,71,77,68,58,49,39,0,0,0
4.1.16,Europe,EUR A,Malta,91,93,89,98,99,93,84,73,82,78,79,94,86,94,90,65,70,74,67,60,56,51,51,71,90,92,90,80,86,41,59,35,10,10,0,0,0,0
4.1.17,Europe,EUR A,Monaco,87,88,88,89,90,90,91,92,92,93,94,94,95,96,96,97,98,98,99,99,99,99,99,99,99,98,98,99,99,99,0,0,0,0,0,0,0,0
4.1.18,Europe,EUR A,Netherlands,93,94,95,96,96,96,96,96,96,96,96,96,95,96,96,95,95,96,96,96,96,96,94,94,94,95,94,94,94,94,93,93,92,92,92,92,91,91
4.1.19,Europe,EUR A,Norway,96,96,95,94,93,94,93,93,93,93,92,92,90,89,86,87,90,88,90,91,93,92,92,94,93,96,94,87,84,87,87,87,90,80,80,0,0,0
4.1.20,Europe,EUR A,Portugal,98,98,98,98,98,97,97,96,95,97,95,97,93,95,96,93,90,87,92,96,96,99,94,91,95,99,96,85,96,84,81,75,70,48,48,46,49,54
4.1.21,Europe,EUR A,San Marino,82,82,84,81,82,84,90,88,88,86,90,90,94,94,94,96,97,99,99,99,98,98,97,97,96,99,99,0,0,0,0,0,0,0,0,0,0,0
4.1.22,Europe,EUR A,Slovenia,93,92,94,94,94,95,96,95,95,96,96,96,94,94,94,93,94,95,98,93,82,93,93,91,90,90,0,0,0,0,0,0,0,0,0,0,0,0
4.1.23,Europe,EUR A,Spain,96,97,96,96,95,97,97,95,98,98,97,97,97,97,98,97,96,94,95,93,93,90,90,90,90,83,85,99,97,84,85,83,79,68,40,27,8,0
4.1.24,Europe,EUR A,Sweden,97,97,97,97,97,98,97,97,97,96,96,97,96,96,95,95,94,91,89,94,96,96,97,97,97,96,96,96,95,95,94,94,94,94,93,91,92,88
4.1.25,Europe,EUR A,Switzerland,95,94,94,94,93,93,93,92,92,92,87,87,87,82,82,82,82,82,82,81,83,83,83,83,83,83,83,90,90,70,70,70,0,0,0,0,0,0
4.1.26,Europe,EUR A,United Kingdom,92,92,93,93,93,92,90,89,86,86,86,85,82,81,82,85,85,88,88,87,91,92,92,91,91,92,90,87,84,80,76,71,68,63,60,58,55,53
4.2.1,Europe,EUR B,Albania,96,96,97,98,99,98,99,99,97,98,97,95,97,96,93,96,95,95,85,89,95,92,91,90,76,87,80,88,96,96,96,96,96,96,96,93,90,90
4.2.2,Europe,EUR B,Armenia,96,97,97,97,97,97,97,97,96,94,92,92,94,92,94,91,93,92,92,94,92,89,96,95,95,93,0,0,0,0,0,0,0,0,0,0,0,0
4.2.3,Europe,EUR B,Azerbaijan,98,98,98,98,98,94,92,89,85,79,75,69,67,67,67,66,68,67,68,67,66,65,64,60,49,52,0,0,0,0,0,0,0,0,0,0,0,0
4.2.4,Europe,EUR B,Bosnia and Herzegovina,69,68,83,89,92,94,89,91,93,84,96,85,90,88,84,89,92,80,83,84,86,70,53,57,48,52,0,0,0,0,0,0,0,0,0,0,0,0
4.2.5,Europe,EUR B,Bulgaria,94,92,92,93,95,94,95,97,96,96,96,96,96,95,96,92,90,89,96,95,93,95,94,93,88,92,98,99,99,99,99,99,99,98,98,90,98,98
4.2.6,Europe,EUR B,Georgia,95,93,96,92,97,93,91,94,83,97,97,96,90,86,76,75,74,73,76,73,69,65,61,63,61,16,0,0,0,0,0,0,0,0,0,0,0,0
4.2.7,Europe,EUR B,Kyrgyzstan,95,97,99,96,99,98,97,99,99,99,99,97,99,99,99,98,99,98,99,98,98,98,97,88,93,94,0,0,0,0,0,0,0,0,0,0,0,0
4.2.8,Europe,EUR B,Poland,96,96,96,97,98,98,98,98,98,98,98,99,98,97,97,98,97,97,97,97,97,97,96,96,95,95,94,95,95,95,94,92,92,94,94,93,93,92
4.2.9,Europe,EUR B,Romania,86,86,86,89,92,94,93,95,96,96,97,95,97,97,97,98,98,98,98,97,97,94,93,91,93,91,92,92,90,78,90,81,88,86,83,0,0,0
4.2.10,Europe,EUR B,Slovakia,96,95,95,97,98,99,98,98,99,99,99,98,98,99,99,99,99,98,99,99,99,99,99,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.2.11,Europe,EUR B,Tajikistan,98,97,97,98,92,94,98,94,89,86,85,82,85,92,91,89,88,88,79,83,84,79,70,73,81,68,0,0,0,0,0,0,0,0,0,0,0,0
4.2.12,Europe,EUR B,Turkey,96,98,97,94,98,96,98,97,97,97,96,98,91,81,75,83,91,87,82,81,79,72,65,76,72,78,73,78,71,82,67,64,61,62,63,64,52,27
4.2.13,Europe,EUR B,Turkmenistan,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,88,98,96,97,99,99,98,92,90,84,76,0,0,0,0,0,0,0,0,0,0,0,0
4.2.14,Europe,EUR B,Uzbekistan,99,99,99,99,97,99,99,98,95,98,98,98,99,98,99,97,99,99,96,95,96,95,91,71,82,84,0,0,0,0,0,0,0,0,0,0,0,0
4.3.1,Europe,EUR C,Belarus,97,98,99,99,99,98,99,99,99,99,99,97,99,99,99,99,99,98,98,98,97,96,93,97,96,94,0,0,0,0,0,0,0,0,0,0,0,0
4.3.2,Europe,EUR C,Estonia,93,93,93,93,94,94,94,95,95,95,96,96,96,96,95,95,95,93,92,89,88,86,81,76,74,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3.3,Europe,EUR C,Hungary,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
4.3.4,Europe,EUR C,Kazakhstan,99,99,99,99,99,96,99,99,99,99,99,99,99,99,99,95,95,99,99,99,97,97,95,91,91,89,0,0,0,0,0,0,0,0,0,0,0,0
4.3.5,Europe,EUR C,Latvia,96,93,96,95,96,90,92,95,92,96,95,98,98,98,98,98,98,97,97,97,97,96,81,81,80,95,0,0,0,0,0,0,0,0,0,0,0,0
4.3.6,Europe,EUR C,Lithuania,94,94,94,93,93,93,94,96,96,97,97,97,97,98,98,98,97,97,97,97,96,96,94,93,92,89,0,0,0,0,0,0,0,0,0,0,0,0
4.3.7,Europe,EUR C,Republic of Moldova,93,88,89,90,91,91,91,97,90,95,96,96,97,96,96,94,94,89,93,93,95,90,91,85,64,73,0,0,0,0,0,0,0,0,0,0,0,0
4.3.8,Europe,EUR C,Russian Federation,98,98,98,98,98,98,98,98,98,99,99,99,99,98,98,98,97,97,97,94,91,88,85,81,88,83,0,0,0,0,0,0,0,0,0,0,0,0
4.3.9,Europe,EUR C,Ukraine,86,42,56,56,79,79,67,56,75,94,97,98,96,99,99,99,99,99,99,96,97,92,97,96,94,90,0,0,0,0,0,0,0,0,0,0,0,0
5.1.1,South-East Asia,SEAR B,Indonesia,75,76,75,75,81,82,80,78,74,76,76,79,77,76,74,72,76,76,77,77,77,79,63,66,68,65,61,58,54,51,48,45,26,13,6,0,0,0
5.1.2,South-East Asia,SEAR B,Sri Lanka,99,99,99,99,99,99,99,99,97,98,98,99,99,96,99,99,99,99,95,94,94,89,87,84,86,82,79,80,76,68,60,45,20,3,0,0,0,0
5.1.3,South-East Asia,SEAR B,Thailand,99,99,99,99,99,98,98,98,98,98,96,96,96,96,96,94,94,94,96,96,93,92,91,86,80,74,79,80,66,63,52,45,26,5,0,0,0,0
5.1.4,South-East Asia,SEAR B,Timor-Leste,70,70,70,74,70,73,62,66,70,73,63,61,48,55,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2.1,South-East Asia,SEAR D,Bangladesh,94,94,94,94,91,88,93,88,93,92,89,83,88,81,76,75,77,74,71,71,72,69,79,78,74,69,68,65,53,13,6,3,1,1,1,1,0,0
5.2.2,South-East Asia,SEAR D,Bhutan,97,97,97,97,94,95,95,95,94,99,95,90,93,87,88,78,78,78,77,71,84,85,85,81,84,86,89,93,79,64,58,51,44,36,21,20,21,21
5.2.3,South-East Asia,SEAR D,Republic of Korea,98,98,98,99,99,99,99,98,93,92,92,99,99,99,96,97,96,95,90,85,85,89,93,92,92,93,93,93,95,70,82,89,89,61,33,5,5,4
5.2.4,South-East Asia,SEAR D,India,88,88,87,85,83,83,84,82,78,72,70,69,68,64,60,56,57,56,56,53,55,66,72,67,59,51,43,56,42,32,24,10,1,0,0,0,0,0
5.2.5,South-East Asia,SEAR D,Maldives,99,99,99,99,99,98,96,97,98,97,97,97,97,97,96,97,98,99,97,98,96,95,96,97,86,98,97,96,88,83,41,50,47,40,37,34,39,0
5.2.6,South-East Asia,SEAR D,Myanmar,83,91,84,88,86,84,88,88,87,82,81,78,84,86,80,77,73,84,86,89,88,86,82,77,71,68,67,68,50,32,17,5,0,0,0,0,0,0
5.2.7,South-East Asia,SEAR D,Nepal,90,83,85,88,88,86,88,86,90,79,81,85,74,73,75,71,71,71,81,67,73,65,56,58,58,58,57,57,57,58,37,37,34,24,11,2,2,0
6.1.1,Western Pacific,WPR A,Australia,95,95,95,94,94,94,94,94,94,94,94,94,94,94,94,94,92,91,88,82,85,87,87,86,86,86,86,86,85,77,68,68,68,68,68,0,0,0
6.1.2,Western Pacific,WPR A,Brunei Darussalam,97,98,96,97,96,95,91,94,99,99,97,97,98,99,98,99,99,99,94,99,98,99,99,99,99,92,96,99,99,99,99,99,98,90,94,88,80,73
6.1.3,Western Pacific,WPR A,Japan,96,96,96,98,95,96,94,94,94,95,96,97,98,98,98,98,98,96,95,95,94,94,93,81,68,69,71,73,77,76,75,74,73,73,70,66,68,69
6.1.4,Western Pacific,WPR A,New Zealand,93,92,93,93,92,92,93,91,89,86,79,82,82,83,84,84,85,85,83,81,99,92,84,87,85,82,82,90,83,75,67,60,64,67,71,74,77,80
6.1.5,Western Pacific,WPR A,Singapore,95,95,95,95,95,95,95,95,95,95,95,95,96,95,93,94,95,96,97,96,98,97,97,95,87,89,92,84,81,87,94,85,75,85,88,78,57,47
6.2.1,Western Pacific,WPR B,Cambodia,84,84,84,83,79,84,88,90,92,89,79,78,79,80,65,52,59,65,63,54,50,56,62,50,36,33,39,34,39,39,53,54,29,27,0,0,0,0
6.2.2,Western Pacific,WPR B,China,99,99,99,99,99,99,99,99,99,97,94,93,86,86,85,85,85,84,84,83,83,84,80,75,81,87,92,98,95,95,77,63,88,84,78,0,0,0
6.2.3,Western Pacific,WPR B,Cook Islands,98,90,99,98,97,97,89,99,78,95,98,99,99,99,99,95,83,76,84,97,88,72,96,72,99,87,94,67,99,92,84,70,76,65,68,0,0,0
6.2.4,Western Pacific,WPR B,Fiji,94,94,94,94,94,94,94,94,94,94,94,92,90,88,86,85,83,81,79,77,75,94,94,96,96,91,93,84,65,69,64,61,57,22,25,2,40,32
6.2.5,Western Pacific,WPR B,Kiribati,81,80,84,88,91,91,90,89,82,72,93,61,85,56,72,88,76,80,62,77,82,64,47,70,89,77,62,75,63,54,14,9,4,8,24,0,0,0
6.2.6,Western Pacific,WPR B,Lao People's Democratic Republic,82,76,88,87,82,72,69,64,59,52,40,48,41,36,42,55,50,42,71,71,67,73,68,73,46,46,47,32,20,23,11,10,6,6,7,7,7,0
6.2.7,Western Pacific,WPR B,Malaysia,93,93,93,94,95,95,95,95,95,95,95,95,96,95,93,94,95,96,97,96,98,97,97,95,81,82,80,70,61,61,68,35,20,23,11,0,0,0
6.2.8,Western Pacific,WPR B,Marshall Islands,83,75,75,79,79,78,88,97,78,86,94,96,86,70,90,80,64,94,93,93,52,69,57,59,36,86,74,52,39,25,31,0,0,0,0,0,0,0
6.2.9,Western Pacific,WPR B,"Micronesia, Federated States of",76,70,74,83,91,91,92,80,86,86,92,83,96,85,91,88,84,85,79,82,74,82,90,83,80,78,76,81,94,84,69,0,0,0,0,0,0,0
6.2.10,Western Pacific,WPR B,Mongolia,99,98,98,98,97,99,98,97,94,97,98,99,97,99,98,98,95,92,93,93,91,89,85,80,84,84,82,92,86,70,61,11,18,20,1,6,12,17
6.2.11,Western Pacific,WPR B,Nauru,95,98,98,98,97,96,99,99,99,99,99,99,80,67,53,40,95,8,49,90,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2.12,Western Pacific,WPR B,Niue,99,99,99,99,99,99,99,99,99,99,98,99,99,99,85,99,99,99,99,99,99,99,34,99,99,99,99,99,99,94,94,73,52,52,58,65,71,77
6.2.13,Western Pacific,WPR B,Palau,96,96,95,83,99,91,85,39,75,97,91,98,98,99,99,99,91,83,96,74,83,99,99,41,32,94,98,98,98,99,98,98,0,0,0,0,0,0
6.2.14,Western Pacific,WPR B,Papua New Guinea,62,70,79,84,89,86,79,74,74,73,77,84,82,77,77,73,65,69,67,63,50,24,42,36,28,70,69,67,52,46,37,39,33,26,1,0,0,0
6.2.15,Western Pacific,WPR B,Philippines,89,80,82,79,87,87,87,80,88,92,92,92,92,92,87,82,81,78,80,80,79,76,72,75,78,81,83,85,83,77,67,51,49,44,27,9,0,0
6.2.16,Western Pacific,WPR B,Republic of Korea,98,98,98,99,99,99,99,98,93,92,92,99,99,99,96,97,96,95,90,85,85,89,93,92,92,93,93,93,95,70,82,89,89,61,33,5,5,4
6.2.17,Western Pacific,WPR B,Samoa,58,68,69,82,90,76,59,56,45,44,63,54,57,25,62,99,92,93,91,99,99,96,96,94,92,90,77,89,82,75,78,91,81,83,78,59,0,0
6.2.18,Western Pacific,WPR B,Solomon Islands,84,82,75,76,76,87,77,74,69,71,90,99,87,87,82,78,83,91,99,66,68,90,68,60,64,70,76,70,92,69,58,31,0,0,0,0,0,0
6.2.19,Western Pacific,WPR B,Tonga,85,84,85,85,86,81,85,86,87,89,90,90,92,93,93,85,89,92,95,95,97,95,94,86,87,87,90,86,84,81,88,37,81,43,67,44,9,0
6.2.20,Western Pacific,WPR B,Tuvalu,95,96,94,94,96,98,98,85,90,93,95,84,62,97,95,99,99,81,94,96,99,94,94,79,64,66,63,95,79,90,65,65,92,71,65,0,0,0
6.2.21,Western Pacific,WPR B,Vanuatu,80,84,76,90,84,79,75,70,65,61,56,52,53,55,56,58,59,61,62,64,65,61,60,53,74,66,63,66,50,46,34,22,26,18,23,20,0,0
6.2.22,Western Pacific,WPR B,Viet Nam,97,99,97,97,98,96,96,98,97,92,83,93,95,97,93,96,98,97,94,96,96,96,95,96,93,90,88,88,76,56,36,39,19,4,3,1,0,0
